45,41,59,1,0,0,0,0,0,10,9,4
63,100,100,3,2,8,2,3,1,0,0,0
41,0,100,7,1,8,0,5,1,0,0,0
96,99,95,42,10,40,5,34,3,81,73,55
100,99,100,90,52,85,42,80,39,98,96,89
100,98,93,57,15,41,7,45,5,86,85,64
100,100,98,87,58,88,54,80,39,95,94,93
97,99,96,66,21,53,9,43,7,91,77,72
100,99,100,90,68,88,62,90,45,100,95,94
80,100,100,28,6,22,5,11,1,100,0,100
85,100,100,27,11,20,4,27,2,100,100,100
94,100,100,36,8,32,13,30,3,100,100,100
