49,56,38,98,100,100,100,100,100,88,90,96
33,0,0,97,98,92,98,96,99,100,100,100
57,100,0,92,99,92,100,94,99,100,100,100
3,1,4,58,90,60,95,66,97,18,26,45
0,1,0,9,48,15,58,20,61,2,3,10
0,2,6,43,85,59,93,55,95,13,15,34
0,0,1,13,41,12,45,20,61,5,5,6
1,1,4,33,79,47,90,57,92,9,19,27
0,1,0,10,32,11,37,10,54,0,3,5
17,0,0,72,93,78,95,87,98,0,100,0
13,0,0,72,88,80,96,73,97,0,0,0
6,0,0,62,92,68,86,68,97,0,0,0
